Record1;Record2;Area_intersection;Percent1;Percent2;Percent;StartDate1;StartDate2;Timelag
2000-0003-BGD;2000-0023-BGD;295.0;0.0;0.98;0.98;2000-01-01 00:00:00+00:00;2000-01-02 00:00:00+00:00;1.0
2000-0003-BGD;2000-0146-BGD;2322.0;0.01;1.0;1.0;2000-01-01 00:00:00+00:00;2000-03-05 00:00:00+00:00;64.0
2000-0003-BGD;2000-0211-BGD;20321.0;0.12;0.99;0.99;2000-01-01 00:00:00+00:00;2000-04-21 00:00:00+00:00;111.0
2000-0003-BGD;2000-0229-BGD;6703.0;0.04;0.99;0.99;2000-01-01 00:00:00+00:00;2000-04-11 00:00:00+00:00;101.0
2000-0003-BGD;2000-0283-BGD;20466.0;0.12;1.0;1.0;2000-01-01 00:00:00+00:00;2000-05-27 00:00:00+00:00;147.0
2000-0003-BGD;2000-0294-BGD;36650.0;0.22;1.0;1.0;2000-01-01 00:00:00+00:00;2000-05-23 00:00:00+00:00;143.0
2000-0003-BGD;2000-0373-BGD;23384.0;0.14;0.99;0.99;2000-01-01 00:00:00+00:00;2000-06-24 00:00:00+00:00;175.0
2000-0003-BGD;2000-0631-BGD;14512.0;0.09;1.0;1.0;2000-01-01 00:00:00+00:00;2000-06-25 00:00:00+00:00;176.0
2000-0008-GTM;2000-0299-GTM;160.0;1.0;0.0;1.0;2000-01-16 00:00:00+00:00;2000-06-06 00:00:00+00:00;142.0
2000-0021-USA;2000-0080-USA;166425.0;1.0;0.44;1.0;2000-01-02 00:00:00+00:00;2000-02-18 00:00:00+00:00;47.0
2000-0023-BGD;2000-0283-BGD;295.0;0.98;0.01;0.98;2000-01-02 00:00:00+00:00;2000-05-27 00:00:00+00:00;146.0
2000-0023-BGD;2000-0294-BGD;295.0;0.98;0.01;0.98;2000-01-02 00:00:00+00:00;2000-05-23 00:00:00+00:00;142.0
2000-0023-BGD;2000-0373-BGD;295.0;0.98;0.01;0.98;2000-01-02 00:00:00+00:00;2000-06-24 00:00:00+00:00;174.0
2000-0028-ROU;2000-0167-ROU;28462.0;0.45;0.5;0.5;2000-01-01 00:00:00+00:00;2000-03-01 00:00:00+00:00;60.0
2000-0028-ROU;2000-0187-ROU;62517.0;1.0;0.31;1.0;2000-01-01 00:00:00+00:00;2000-04-05 00:00:00+00:00;95.0
2000-0029-BGR;2000-0382-BGR;13211.0;1.0;0.33;1.0;2000-01-01 00:00:00+00:00;2000-06-01 00:00:00+00:00;152.0
2000-0029-BGR;2000-9788-BGR;13211.0;1.0;0.06;1.0;2000-01-01 00:00:00+00:00;2000-03-01 00:00:00+00:00;60.0
2000-0033-CHN;2000-0036-CHN;468714.0;1.0;1.0;1.0;2000-01-14 00:00:00+00:00;2000-01-26 00:00:00+00:00;12.0
2000-0067-USA;2000-0296-USA;2930.0;0.0;1.0;1.0;2000-02-13 00:00:00+00:00;2000-05-19 00:00:00+00:00;96.0
2000-0067-USA;2000-0297-USA;6654.0;0.01;0.75;0.75;2000-02-13 00:00:00+00:00;2000-05-23 00:00:00+00:00;100.0
2000-0067-USA;2000-0433-USA;189362.0;0.31;0.15;0.31;2000-02-13 00:00:00+00:00;2000-07-01 00:00:00+00:00;139.0
2000-0067-USA;2000-0919-USA;193375.0;0.32;0.11;0.32;2000-02-13 00:00:00+00:00;2000-01-22 00:00:00+00:00;22.0
2000-0067-USA;2000-9339-USA;385568.0;0.64;0.21;0.64;2000-02-13 00:00:00+00:00;2000-06-01 00:00:00+00:00;109.0
2000-0076-ISL;2000-0335-ISL;129460.0;0.7;1.0;1.0;2000-06-21 00:00:00+00:00;2000-06-17 00:00:00+00:00;4.0
2000-0094-ISR;2000-0473-ISR;1036.0;0.97;0.45;0.97;2000-01-19 00:00:00+00:00;2000-07-01 00:00:00+00:00;164.0
2000-0116-ARG;2000-0255-ARG;230255.0;0.25;0.22;0.25;2000-03-09 00:00:00+00:00;2000-05-15 00:00:00+00:00;67.0
2000-0164-RUS;2000-0277-RUS;13322.0;1.0;0.0;1.0;2000-01-19 00:00:00+00:00;2000-05-13 00:00:00+00:00;115.0
2000-0165-RUS;2000-0277-RUS;146343.0;1.0;0.02;1.0;2000-02-01 00:00:00+00:00;2000-05-13 00:00:00+00:00;102.0
2000-0167-ROU;2000-0187-ROU;56630.0;0.99;0.28;0.99;2000-03-01 00:00:00+00:00;2000-04-05 00:00:00+00:00;35.0
2000-0175-USA;2000-0433-USA;3286.0;1.0;0.0;1.0;2000-03-28 00:00:00+00:00;2000-07-01 00:00:00+00:00;95.0
2000-0175-USA;2000-9339-USA;3286.0;1.0;0.0;1.0;2000-03-28 00:00:00+00:00;2000-06-01 00:00:00+00:00;65.0
2000-0200-CHN;2000-0302-CHN;211993.0;1.0;0.12;1.0;2000-04-13 00:00:00+00:00;2000-05-31 00:00:00+00:00;48.0
2000-0200-CHN;2000-0557-CHN;211993.0;1.0;0.44;1.0;2000-04-13 00:00:00+00:00;2000-09-01 00:00:00+00:00;141.0
2000-0200-CHN;2000-0677-CHN;211993.0;1.0;0.85;1.0;2000-04-13 00:00:00+00:00;2000-10-12 00:00:00+00:00;182.0
2000-0200-CHN;2000-9626-CHN;211993.0;1.0;1.0;1.0;2000-04-13 00:00:00+00:00;2000-09-01 00:00:00+00:00;141.0
2000-0211-BGD;2000-0373-BGD;20209.0;0.98;0.85;0.98;2000-04-21 00:00:00+00:00;2000-06-24 00:00:00+00:00;64.0
2000-0230-IDN;2000-0469-IDN;11387.0;0.93;0.99;0.99;2000-05-04 00:00:00+00:00;2000-06-24 00:00:00+00:00;51.0
2000-0232-USA;2000-0297-USA;8866.0;0.03;1.0;1.0;2000-05-06 00:00:00+00:00;2000-05-23 00:00:00+00:00;17.0
2000-0255-ARG;2000-0421-ARG;478971.0;0.46;0.36;0.46;2000-05-15 00:00:00+00:00;2000-06-17 00:00:00+00:00;33.0
2000-0255-ARG;2000-0733-ARG;934494.0;0.9;0.84;0.9;2000-05-15 00:00:00+00:00;2000-11-09 00:00:00+00:00;178.0
2000-0257-PHL;2000-0396-PHL;37.0;0.0;1.0;1.0;2000-05-18 00:00:00+00:00;2000-07-05 00:00:00+00:00;48.0
2000-0257-PHL;2000-0397-PHL;10096.0;0.44;0.19;0.44;2000-05-18 00:00:00+00:00;2000-07-07 00:00:00+00:00;50.0
2000-0257-PHL;2000-0597-PHL;37.0;0.0;1.0;1.0;2000-05-18 00:00:00+00:00;2000-09-04 00:00:00+00:00;109.0
2000-0272-TUR;2000-0381-TUR;1078.0;1.0;0.0;1.0;2000-05-07 00:00:00+00:00;2000-06-01 00:00:00+00:00;25.0
2000-0276-MEX;2000-0317-MEX;1806.0;0.01;1.0;1.0;2000-05-13 00:00:00+00:00;2000-05-30 00:00:00+00:00;17.0
2000-0276-MEX;2000-0611-MEX;158669.0;0.57;0.69;0.69;2000-05-13 00:00:00+00:00;2000-09-21 00:00:00+00:00;131.0
2000-0276-MEX;2000-0643-MEX;185094.0;0.67;0.32;0.67;2000-05-13 00:00:00+00:00;2000-09-29 00:00:00+00:00;139.0
2000-0277-RUS;2000-0457-RUS;22270.0;0.0;1.0;1.0;2000-05-13 00:00:00+00:00;2000-07-19 00:00:00+00:00;67.0
2000-0277-RUS;2000-0549-RUS;146258.0;0.02;1.0;1.0;2000-05-13 00:00:00+00:00;2000-08-28 00:00:00+00:00;107.0
2000-0277-RUS;2000-0705-RUS;146343.0;0.02;1.0;1.0;2000-05-13 00:00:00+00:00;2000-10-10 00:00:00+00:00;150.0
2000-0281-TUR;2000-0381-TUR;33787.0;1.0;0.03;1.0;2000-05-27 00:00:00+00:00;2000-06-01 00:00:00+00:00;5.0
2000-0283-BGD;2000-0294-BGD;7995.0;0.39;0.22;0.39;2000-05-27 00:00:00+00:00;2000-05-23 00:00:00+00:00;4.0
2000-0283-BGD;2000-0555-BGD;2482.0;0.12;0.44;0.44;2000-05-27 00:00:00+00:00;2000-08-30 00:00:00+00:00;95.0
2000-0283-BGD;2000-0713-BGD;9602.0;0.47;0.21;0.47;2000-05-27 00:00:00+00:00;2000-10-28 00:00:00+00:00;154.0
2000-0291-TUR;2000-0381-TUR;5972.0;1.0;0.0;1.0;2000-06-06 00:00:00+00:00;2000-06-01 00:00:00+00:00;5.0
2000-0294-BGD;2000-0555-BGD;5557.0;0.15;0.98;0.98;2000-05-23 00:00:00+00:00;2000-08-30 00:00:00+00:00;99.0
2000-0296-USA;2000-9339-USA;2930.0;1.0;0.0;1.0;2000-05-19 00:00:00+00:00;2000-06-01 00:00:00+00:00;13.0
2000-0297-USA;2000-0433-USA;6667.0;0.75;0.01;0.75;2000-05-23 00:00:00+00:00;2000-07-01 00:00:00+00:00;39.0
2000-0297-USA;2000-0919-USA;6654.0;0.75;0.0;0.75;2000-05-23 00:00:00+00:00;2000-01-22 00:00:00+00:00;122.0
2000-0297-USA;2000-9339-USA;6667.0;0.75;0.0;0.75;2000-05-23 00:00:00+00:00;2000-06-01 00:00:00+00:00;9.0
2000-0298-CHN;2000-0302-CHN;652556.0;1.0;0.37;1.0;2000-06-06 00:00:00+00:00;2000-05-31 00:00:00+00:00;6.0
2000-0299-GTM;2000-0609-GTM;16172.0;0.4;1.0;1.0;2000-06-06 00:00:00+00:00;2000-09-15 00:00:00+00:00;101.0
2000-0302-CHN;2000-0326-CHN;877569.0;0.5;1.0;1.0;2000-05-31 00:00:00+00:00;2000-06-05 00:00:00+00:00;5.0
2000-0302-CHN;2000-0376-CHN;221945.0;0.13;1.0;1.0;2000-05-31 00:00:00+00:00;2000-06-08 00:00:00+00:00;8.0
2000-0302-CHN;2000-0426-CHN;656224.0;0.38;1.0;1.0;2000-05-31 00:00:00+00:00;2000-07-18 00:00:00+00:00;48.0
2000-0302-CHN;2000-0472-CHN;656452.0;0.38;0.68;0.68;2000-05-31 00:00:00+00:00;2000-07-11 00:00:00+00:00;41.0
2000-0302-CHN;2000-0557-CHN;212029.0;0.12;0.44;0.44;2000-05-31 00:00:00+00:00;2000-09-01 00:00:00+00:00;93.0
2000-0302-CHN;2000-0677-CHN;211993.0;0.12;0.85;0.85;2000-05-31 00:00:00+00:00;2000-10-12 00:00:00+00:00;134.0
2000-0302-CHN;2000-9626-CHN;211993.0;0.12;1.0;1.0;2000-05-31 00:00:00+00:00;2000-09-01 00:00:00+00:00;93.0
2000-0303-GRC;2000-0379-GRC;1462.0;0.52;0.01;0.52;2000-05-26 00:00:00+00:00;2000-07-01 00:00:00+00:00;36.0
2000-0310-CHL;2000-0423-CHL;53415.0;1.0;0.1;1.0;2000-06-05 00:00:00+00:00;2000-07-03 00:00:00+00:00;28.0
2000-0323-IND;2000-0445-IND;173839.0;1.0;0.1;1.0;2000-10-17 00:00:00+00:00;2000-08-02 00:00:00+00:00;76.0
2000-0323-IND;2000-0534-IND;108469.0;0.62;0.5;0.62;2000-10-17 00:00:00+00:00;2000-08-23 00:00:00+00:00;55.0
2000-0323-IND;2000-0785-IND;173839.0;1.0;0.88;1.0;2000-10-17 00:00:00+00:00;2000-11-29 00:00:00+00:00;43.0
2000-0326-CHN;2000-0376-CHN;221422.0;0.25;1.0;1.0;2000-06-05 00:00:00+00:00;2000-06-08 00:00:00+00:00;3.0
2000-0326-CHN;2000-0426-CHN;656224.0;0.75;1.0;1.0;2000-06-05 00:00:00+00:00;2000-07-18 00:00:00+00:00;43.0
2000-0326-CHN;2000-0472-CHN;656224.0;0.75;0.68;0.75;2000-06-05 00:00:00+00:00;2000-07-11 00:00:00+00:00;36.0
2000-0333-MEX;2000-0643-MEX;99921.0;1.0;0.17;1.0;2000-06-10 00:00:00+00:00;2000-09-29 00:00:00+00:00;111.0
2000-0337-UKR;2000-0427-UKR;51806.0;0.04;1.0;1.0;2000-05-01 00:00:00+00:00;2000-07-05 00:00:00+00:00;65.0
2000-0337-UKR;2000-0603-UKR;71621.0;0.05;1.0;1.0;2000-05-01 00:00:00+00:00;2000-07-25 00:00:00+00:00;85.0
2000-0350-CHN;2000-0533-CHN;152067.0;1.0;0.53;1.0;2000-06-17 00:00:00+00:00;2000-08-23 00:00:00+00:00;67.0
2000-0358-IND;2000-0498-IND;12193.0;0.15;1.0;1.0;2000-06-01 00:00:00+00:00;2000-08-11 00:00:00+00:00;71.0
2000-0373-BGD;2000-0555-BGD;2481.0;0.1;0.44;0.44;2000-06-24 00:00:00+00:00;2000-08-30 00:00:00+00:00;67.0
2000-0379-GRC;2000-0708-GRC;1009.0;0.01;0.94;0.94;2000-07-01 00:00:00+00:00;2000-10-31 00:00:00+00:00;122.0
2000-0379-GRC;2000-0742-GRC;6030.0;0.05;0.84;0.84;2000-07-01 00:00:00+00:00;2000-11-19 00:00:00+00:00;141.0
2000-0380-ROU;2000-9328-ROU;14389.0;0.97;0.16;0.97;2000-07-01 00:00:00+00:00;2000-06-01 00:00:00+00:00;30.0
2000-0382-BGR;2000-9788-BGR;40255.0;1.0;0.2;1.0;2000-06-01 00:00:00+00:00;2000-03-01 00:00:00+00:00;92.0
2000-0396-PHL;2000-0397-PHL;37.0;1.0;0.0;1.0;2000-07-05 00:00:00+00:00;2000-07-07 00:00:00+00:00;2.0
2000-0396-PHL;2000-0597-PHL;37.0;1.0;1.0;1.0;2000-07-05 00:00:00+00:00;2000-09-04 00:00:00+00:00;61.0
2000-0396-PHL;2000-0706-PHL;37.0;1.0;0.0;1.0;2000-07-05 00:00:00+00:00;2000-10-28 00:00:00+00:00;115.0
2000-0396-PHL;2000-0715-PHL;37.0;1.0;0.0;1.0;2000-07-05 00:00:00+00:00;2000-11-03 00:00:00+00:00;121.0
2000-0397-PHL;2000-0597-PHL;37.0;0.0;1.0;1.0;2000-07-07 00:00:00+00:00;2000-09-04 00:00:00+00:00;59.0
2000-0398-CYP;2000-9173-CYP;2948.0;1.0;0.35;1.0;2000-07-01 00:00:00+00:00;2000-03-01 00:00:00+00:00;122.0
2000-0401-THA;2000-0539-THA;4751.0;0.87;0.19;0.87;2000-06-21 00:00:00+00:00;2000-08-21 00:00:00+00:00;61.0
2000-0421-ARG;2000-0607-ARG;587086.0;0.45;0.39;0.45;2000-06-17 00:00:00+00:00;2000-09-01 00:00:00+00:00;76.0
2000-0421-ARG;2000-0733-ARG;659518.0;0.5;0.59;0.59;2000-06-17 00:00:00+00:00;2000-11-09 00:00:00+00:00;145.0
2000-0421-ARG;2000-0776-ARG;4751.0;0.0;1.0;1.0;2000-06-17 00:00:00+00:00;2000-11-22 00:00:00+00:00;158.0
2000-0425-CHN;2000-0532-CHN;1975.0;0.0;0.99;0.99;2000-07-13 00:00:00+00:00;2000-08-01 00:00:00+00:00;19.0
2000-0425-CHN;2000-0533-CHN;135361.0;0.23;0.47;0.47;2000-07-13 00:00:00+00:00;2000-08-23 00:00:00+00:00;41.0
2000-0426-CHN;2000-0472-CHN;656224.0;1.0;0.68;1.0;2000-07-18 00:00:00+00:00;2000-07-11 00:00:00+00:00;7.0
2000-0428-JPN;2000-0447-JPN;2738.0;1.0;1.0;1.0;2000-07-01 00:00:00+00:00;2000-07-08 00:00:00+00:00;7.0
2000-0428-JPN;2000-0515-JPN;2738.0;1.0;1.0;1.0;2000-07-01 00:00:00+00:00;2000-08-10 00:00:00+00:00;40.0
2000-0433-USA;2000-0614-USA;2420.0;0.0;1.0;1.0;2000-07-01 00:00:00+00:00;2000-09-20 00:00:00+00:00;81.0
2000-0433-USA;2000-0919-USA;354507.0;0.27;0.21;0.27;2000-07-01 00:00:00+00:00;2000-01-22 00:00:00+00:00;161.0
2000-0433-USA;2000-9339-USA;1303465.0;1.0;0.71;1.0;2000-07-01 00:00:00+00:00;2000-06-01 00:00:00+00:00;30.0
2000-0441-KOR;2000-0535-KOR;17029.0;1.0;0.28;1.0;2000-07-22 00:00:00+00:00;2000-08-26 00:00:00+00:00;35.0
2000-0441-KOR;2001-0010-KOR;17029.0;1.0;0.23;1.0;2000-07-22 00:00:00+00:00;2001-01-08 00:00:00+00:00;170.0
2000-0444-IND;2000-0445-IND;105383.0;1.0;0.06;1.0;2000-07-01 00:00:00+00:00;2000-08-02 00:00:00+00:00;32.0
2000-0445-IND;2000-0534-IND;108469.0;0.06;0.5;0.5;2000-08-02 00:00:00+00:00;2000-08-23 00:00:00+00:00;21.0
2000-0445-IND;2000-0610-IND;33947.0;0.02;0.77;0.77;2000-08-02 00:00:00+00:00;2000-09-18 00:00:00+00:00;47.0
2000-0445-IND;2000-0785-IND;173859.0;0.1;0.88;0.88;2000-08-02 00:00:00+00:00;2000-11-29 00:00:00+00:00;119.0
2000-0445-IND;2001-0011-IND;488533.0;0.29;1.0;1.0;2000-08-02 00:00:00+00:00;2001-01-01 00:00:00+00:00;152.0
2000-0445-IND;2001-0033-IND;177711.0;0.11;1.0;1.0;2000-08-02 00:00:00+00:00;2001-01-26 00:00:00+00:00;177.0
2000-0446-THA;2000-0539-THA;19927.0;0.19;0.81;0.81;2000-07-01 00:00:00+00:00;2000-08-21 00:00:00+00:00;51.0
2000-0447-JPN;2000-0515-JPN;2738.0;1.0;1.0;1.0;2000-07-08 00:00:00+00:00;2000-08-10 00:00:00+00:00;33.0
2000-0449-IDN;2000-0791-IDN;2148.0;1.0;0.01;1.0;2000-07-12 00:00:00+00:00;2000-12-03 00:00:00+00:00;144.0
2000-0466-BRA;2000-0590-BRA;674.0;0.01;1.0;1.0;2000-07-30 00:00:00+00:00;2000-09-16 00:00:00+00:00;48.0
2000-0471-JOR;2000-9327-JOR;9938.0;1.0;0.08;1.0;2000-07-01 00:00:00+00:00;2000-08-01 00:00:00+00:00;31.0
2000-0472-CHN;2000-0556-CHN;6931.0;0.01;1.0;1.0;2000-07-11 00:00:00+00:00;2000-08-01 00:00:00+00:00;21.0
2000-0478-RUS;2000-0480-RUS;5.0;0.0;1.0;1.0;2000-07-30 00:00:00+00:00;2000-08-04 00:00:00+00:00;5.0
2000-0478-RUS;2000-0612-RUS;531309.0;0.18;1.0;1.0;2000-07-30 00:00:00+00:00;2000-09-18 00:00:00+00:00;50.0
2000-0480-RUS;2000-0612-RUS;5.0;1.0;0.0;1.0;2000-08-04 00:00:00+00:00;2000-09-18 00:00:00+00:00;45.0
2000-0487-MAR;2000-0841-MAR;13726.0;0.49;0.3;0.49;2000-08-01 00:00:00+00:00;2000-12-22 00:00:00+00:00;143.0
2000-0502-USA;2000-0937-USA;205253.0;1.0;0.15;1.0;2000-07-30 00:00:00+00:00;2000-12-16 00:00:00+00:00;139.0
2000-0515-JPN;2001-0085-JPN;2738.0;1.0;0.12;1.0;2000-08-10 00:00:00+00:00;2001-01-20 00:00:00+00:00;163.0
2000-0517-TWN;2000-0706-TWN;3669.0;1.0;0.42;1.0;2000-08-22 00:00:00+00:00;2000-11-01 00:00:00+00:00;71.0
2000-0518-VNM;2000-0748-VNM;33763.0;0.79;0.61;0.79;2000-08-20 00:00:00+00:00;2000-11-18 00:00:00+00:00;90.0
2000-0527-CHN;2000-0559-CHN;5218.0;0.01;1.0;1.0;2000-08-21 00:00:00+00:00;2000-08-13 00:00:00+00:00;8.0
2000-0534-IND;2000-0785-IND;108469.0;0.5;0.55;0.55;2000-08-23 00:00:00+00:00;2000-11-29 00:00:00+00:00;98.0
2000-0535-KOR;2000-0550-KOR;25207.0;0.42;0.9;0.9;2000-08-26 00:00:00+00:00;2000-08-31 00:00:00+00:00;5.0
2000-0535-KOR;2001-0010-KOR;29500.0;0.49;0.4;0.49;2000-08-26 00:00:00+00:00;2001-01-08 00:00:00+00:00;135.0
2000-0547-NGA;2000-0596-NGA;3197.0;0.09;1.0;1.0;2000-08-15 00:00:00+00:00;2000-09-01 00:00:00+00:00;17.0
2000-0549-RUS;2000-0705-RUS;145913.0;1.0;1.0;1.0;2000-08-28 00:00:00+00:00;2000-10-10 00:00:00+00:00;43.0
2000-0550-KOR;2001-0010-KOR;12481.0;0.45;0.17;0.45;2000-08-31 00:00:00+00:00;2001-01-08 00:00:00+00:00;130.0
2000-0555-BGD;2000-0713-BGD;5651.0;1.0;0.12;1.0;2000-08-30 00:00:00+00:00;2000-10-28 00:00:00+00:00;59.0
2000-0557-CHN;2000-0677-CHN;211993.0;0.44;0.85;0.85;2000-09-01 00:00:00+00:00;2000-10-12 00:00:00+00:00;41.0
2000-0557-CHN;2000-9626-CHN;211993.0;0.44;1.0;1.0;2000-09-01 00:00:00+00:00;2000-09-01 00:00:00+00:00;0.0
2000-0558-NZL;2000-0687-NZL;92088.0;1.0;1.0;1.0;2000-08-20 00:00:00+00:00;2000-10-11 00:00:00+00:00;52.0
2000-0558-NZL;2001-0779-NZL;92088.0;1.0;0.39;1.0;2000-08-20 00:00:00+00:00;2001-01-01 00:00:00+00:00;134.0
2000-0576-JPN;2000-0606-JPN;32382.0;1.0;0.73;1.0;2000-09-11 00:00:00+00:00;2000-09-10 00:00:00+00:00;1.0
2000-0595-SLV;2001-0013-SLV;15412.0;0.91;0.76;0.91;2000-09-05 00:00:00+00:00;2001-01-13 00:00:00+00:00;130.0
2000-0595-SLV;2001-0042-SLV;5400.0;0.32;1.0;1.0;2000-09-05 00:00:00+00:00;2001-02-13 00:00:00+00:00;161.0
2000-0597-PHL;2000-0706-PHL;37.0;1.0;0.0;1.0;2000-09-04 00:00:00+00:00;2000-10-28 00:00:00+00:00;54.0
2000-0597-PHL;2000-0715-PHL;37.0;1.0;0.0;1.0;2000-09-04 00:00:00+00:00;2000-11-03 00:00:00+00:00;60.0
2000-0601-KOR;2001-0010-KOR;15079.0;1.0;0.2;1.0;2000-09-16 00:00:00+00:00;2001-01-08 00:00:00+00:00;114.0
2000-0605-CHN;2000-0677-CHN;38489.0;1.0;0.15;1.0;2000-09-09 00:00:00+00:00;2000-10-12 00:00:00+00:00;33.0
2000-0611-MEX;2000-0643-MEX;158692.0;0.69;0.28;0.69;2000-09-21 00:00:00+00:00;2000-09-29 00:00:00+00:00;8.0
2000-0612-RUS;2001-0264-RUS;206891.0;0.39;1.0;1.0;2000-09-18 00:00:00+00:00;2001-03-03 00:00:00+00:00;166.0
2000-0614-USA;2000-9339-USA;2420.0;1.0;0.0;1.0;2000-09-20 00:00:00+00:00;2000-06-01 00:00:00+00:00;111.0
2000-0617-BGD;2000-0713-BGD;2765.0;0.5;0.06;0.5;2000-09-01 00:00:00+00:00;2000-10-28 00:00:00+00:00;57.0
2000-0631-BGD;2000-0713-BGD;5785.0;0.4;0.13;0.4;2000-06-25 00:00:00+00:00;2000-10-28 00:00:00+00:00;125.0
2000-0632-ITA;2001-0016-ITA;4258.0;0.12;1.0;1.0;2000-09-20 00:00:00+00:00;2001-01-01 00:00:00+00:00;103.0
2000-0643-MEX;2000-0804-MEX;37775.0;0.07;0.54;0.54;2000-09-29 00:00:00+00:00;2000-12-18 00:00:00+00:00;80.0
2000-0644-NIC;2000-0875-NIC;1400.0;0.08;0.99;0.99;2000-09-29 00:00:00+00:00;2000-10-09 00:00:00+00:00;10.0
2000-0652-USA;2000-0937-USA;16947.0;0.82;0.01;0.82;2000-10-04 00:00:00+00:00;2000-12-16 00:00:00+00:00;73.0
2000-0652-USA;2000-9339-USA;20651.0;1.0;0.01;1.0;2000-10-04 00:00:00+00:00;2000-06-01 00:00:00+00:00;125.0
2000-0662-GBR;2000-0714-GBR;27491.0;0.36;0.77;0.77;2000-10-11 00:00:00+00:00;2000-10-28 00:00:00+00:00;17.0
2000-0662-GBR;2001-0131-GBR;8986.0;0.12;0.84;0.84;2000-10-11 00:00:00+00:00;2001-02-09 00:00:00+00:00;121.0
2000-0677-CHN;2000-9626-CHN;211993.0;0.85;1.0;1.0;2000-10-12 00:00:00+00:00;2000-09-01 00:00:00+00:00;41.0
2000-0677-CHN;2001-0795-CHN;211993.0;0.85;1.0;1.0;2000-10-12 00:00:00+00:00;2001-03-25 00:00:00+00:00;164.0
2000-0687-NZL;2001-0779-NZL;92088.0;1.0;0.39;1.0;2000-10-11 00:00:00+00:00;2001-01-01 00:00:00+00:00;82.0
2000-0699-ESP;2000-0837-ESP;18070.0;0.18;0.63;0.63;2000-10-20 00:00:00+00:00;2000-12-29 00:00:00+00:00;70.0
2000-0701-IDN;2000-0791-IDN;3781.0;0.99;0.03;0.99;2000-10-29 00:00:00+00:00;2000-12-03 00:00:00+00:00;35.0
2000-0706-PHL;2001-0054-PHL;5716.0;0.43;0.23;0.43;2000-10-28 00:00:00+00:00;2001-02-17 00:00:00+00:00;112.0
2000-0713-BGD;2001-0202-BGD;3965.0;0.09;0.58;0.58;2000-10-28 00:00:00+00:00;2001-04-01 00:00:00+00:00;155.0
2000-0714-GBR;2001-0131-GBR;8975.0;0.25;0.83;0.83;2000-10-28 00:00:00+00:00;2001-02-09 00:00:00+00:00;104.0
2000-0721-IDN;2000-0791-IDN;3288.0;0.99;0.02;0.99;2000-11-05 00:00:00+00:00;2000-12-03 00:00:00+00:00;28.0
2000-0733-ARG;2000-0776-ARG;4751.0;0.0;1.0;1.0;2000-11-09 00:00:00+00:00;2000-11-22 00:00:00+00:00;13.0
2000-0733-ARG;2000-0839-ARG;478881.0;0.43;1.0;1.0;2000-11-09 00:00:00+00:00;2000-12-27 00:00:00+00:00;48.0
2000-0733-ARG;2001-0012-ARG;478881.0;0.43;1.0;1.0;2000-11-09 00:00:00+00:00;2001-01-10 00:00:00+00:00;62.0
2000-0733-ARG;2001-0121-ARG;478881.0;0.43;1.0;1.0;2000-11-09 00:00:00+00:00;2001-03-21 00:00:00+00:00;132.0
2000-0742-GRC;2001-0031-GRC;1313.0;0.18;0.65;0.65;2000-11-19 00:00:00+00:00;2001-01-01 00:00:00+00:00;43.0
2000-0750-AUS;2001-0028-AUS;30469.0;0.01;0.42;0.42;2000-11-17 00:00:00+00:00;2001-01-01 00:00:00+00:00;45.0
2000-0750-AUS;2001-0301-AUS;2050303.0;0.98;1.0;1.0;2000-11-17 00:00:00+00:00;2001-04-26 00:00:00+00:00;160.0
2000-0752-ITA;2001-0016-ITA;4258.0;0.03;1.0;1.0;2000-11-20 00:00:00+00:00;2001-01-01 00:00:00+00:00;42.0
2000-0753-MOZ;2000-0786-MOZ;12502.0;0.06;1.0;1.0;2000-11-18 00:00:00+00:00;2000-11-26 00:00:00+00:00;8.0
2000-0754-ZAF;2000-0861-ZAF;121853.0;1.0;1.0;1.0;2000-11-19 00:00:00+00:00;2000-12-09 00:00:00+00:00;20.0
2000-0754-ZAF;2001-0037-ZAF;121853.0;1.0;1.0;1.0;2000-11-19 00:00:00+00:00;2001-01-30 00:00:00+00:00;72.0
2000-0755-THA;2001-0187-THA;10960.0;0.18;0.5;0.5;2000-11-21 00:00:00+00:00;2001-03-11 00:00:00+00:00;110.0
2000-0761-IDN;2000-0791-IDN;7939.0;1.0;0.05;1.0;2000-10-25 00:00:00+00:00;2000-12-03 00:00:00+00:00;39.0
2000-0761-IDN;2001-0041-IDN;3339.0;0.42;0.99;0.99;2000-10-25 00:00:00+00:00;2001-02-08 00:00:00+00:00;106.0
2000-0761-IDN;2001-0051-IDN;7939.0;1.0;0.12;1.0;2000-10-25 00:00:00+00:00;2001-02-04 00:00:00+00:00;102.0
2000-0769-AZE;2000-9495-AZE;3914.0;0.97;0.03;0.97;2000-11-25 00:00:00+00:00;2000-10-01 00:00:00+00:00;55.0
2000-0791-IDN;2001-0041-IDN;3347.0;0.02;0.99;0.99;2000-12-03 00:00:00+00:00;2001-02-08 00:00:00+00:00;67.0
2000-0791-IDN;2001-0051-IDN;59910.0;0.4;0.92;0.92;2000-12-03 00:00:00+00:00;2001-02-04 00:00:00+00:00;63.0
2000-0806-FJI;2001-0223-FJI;7982.0;0.66;0.83;0.83;2000-12-06 00:00:00+00:00;2001-03-01 00:00:00+00:00;85.0
2000-0812-FRA;2001-0066-FRA;30727.0;1.0;0.41;1.0;2000-12-13 00:00:00+00:00;2001-01-05 00:00:00+00:00;23.0
